citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion,test_runs,scenario_marked_exclude,verdict_2026_09_11
openspec/specs/deelzaak-support/spec.md,top-level-case-has-no-breadcrumb,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,smoke,Nothing in this test opens a case with a null parentCase or asserts the absence of a breadcrumb on one; the only unconditional assertions it leaves for this scenario are that the section rendered and that the body does not read Internal Server Error.,no,yes,resolves to a scenario,await expect(page.locator('body')).not.toContainText('Internal Server Error'),yes,no,smoke
openspec/specs/deelzaak-support/spec.md,roll-up-shows-completion-progress,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,partial,"The roll-up assertion is guarded by if ((await rollup.count()) > 0), so a header that prints no roll-up passes, and even inside the guard it matches any X/Y rather than the counts the seeded fixture would imply; no sub-case is given an endDate anywhere in the test.",no,yes,resolves to a scenario,if ((await rollup.count()) > 0) { await expect(rollup).toBeVisible() },yes,no,partial
openspec/specs/deelzaak-support/spec.md,roll-up-with-no-completed-sub-cases,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,partial,Same guarded roll-up locator and the same any-X-over-Y pattern; the scenario's specific 0/2 case is never seeded and the zero-completed reading is never distinguished from the completed one.,no,yes,resolves to a scenario,if ((await rollup.count()) > 0) { await expect(rollup).toBeVisible() },yes,no,partial
openspec/specs/deelzaak-support/spec.md,create-sub-case-from-parent-case-detail,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"an eligible parent offers Create sub-case, filtered to its own subCaseTypes, and the created case carries parentCase",verified,"Seeds a parent whose type allows exactly two child types, asserts the dropdown offers exactly those two and not the stranger type, and then reads the created case back from the register to pin parentCase and caseType.",yes,yes,resolves to a scenario,expect(String(created.parentCase)).toBe(eligibleParentId),yes,no,not measured
openspec/specs/deelzaak-support/spec.md,sub-case-creation-blocked-when-parent-has-no-sub-case-types,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a parent whose case type allows no sub-case types is refused server-side and offers no Create control,verified,"Asserts the server refuses with 409 and the reason case_type_not_allowed, then that the page offers zero Create controls and says why, so a build that only hid the button reddens on the API half.",yes,yes,resolves to a scenario,expect(refused.body.reason).toBe('case_type_not_allowed'),yes,no,not measured
openspec/specs/deelzaak-support/spec.md,sub-case-creation-blocked-when-parent-case-is-closed,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a closed parent is refused server-side and offers no Create control,verified,"Asserts a 409 with reason parent_closed, proves the same child type still validates on the open twin so the refusal is attributable to the endDate alone, and asserts zero Create controls beside the page's own explanation.",yes,yes,resolves to a scenario,expect(refused.body.reason).toBe('parent_closed'),yes,no,not measured
openspec/specs/deelzaak-support/spec.md,sub-case-of-sub-case-is-prohibited,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a case that is itself a sub-case is refused server-side and offers no Create control,verified,"Reads the fixture back to confirm it really carries a parentCase, asserts a 409 with reason grandparenting_forbidden, and asserts zero Create controls next to the page's stated reason.",yes,yes,resolves to a scenario,expect(refused.body.reason).toBe('grandparenting_forbidden'),yes,no,not measured
openspec/specs/deelzaak-support/spec.md,delete-parent-case-with-sub-cases-shows-warning,tests/e2e/spec-coverage/deelzaak-support.spec.ts,deleting a parent with sub-cases warns about the orphans and nulls parentCase on every child,verified,"Seeds a parent with exactly two children, asserts both rows are on the page, asserts the orphan warning unconditionally, confirms the delete and then polls the STORED children to prove parentCase was cleared rather than left dangling.",yes,yes,resolves to a scenario,"expect(child.parentCase ?? null, `case ${childId} must be unlinked, not left pointing at a deleted parent`).toBeFalsy()",yes,no,not measured
openspec/specs/deelzaak-support/spec.md,delete-case-without-sub-cases-proceeds-normally,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"deleting a case with no sub-cases takes the plain confirmation, with no orphan warning",verified,"Seeds a childless case, asserts the empty state exactly, asserts the standard confirmation copy is visible and that the orphan warning has zero matches, so the pair discriminates the two branches rather than smoke-testing both.",yes,yes,resolves to a scenario,await expect(page.getByText(/Are you sure you want to delete this case/i)).toBeVisible({ timeout: 15_000 }),yes,no,not measured
openspec/specs/document-zaakdossier/spec.md,req-zak-004a-dossier-groups-documents-by-type-with-count-badge,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,cases index renders so a case dossier tab can be opened,smoke,"Asserts only that /cases does not print Internal Server Error, and never opens a dossier tab, so the type grouping and the Dossier (8) count badge the requirement specifies go unobserved.",no,yes,resolves to a scenario,"await expect(page.locator('body')).not.toContainText('Internal Server Error', { timeout: 10000 })",yes,no,smoke
openspec/specs/document-zaakdossier/spec.md,req-zak-004b-empty-dossier-shows-upload-cta-with-drag-and-drop-zone,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,cases index renders so a case dossier tab can be opened,smoke,"Same body as the row above: a 500-string check on the cases index, with no empty dossier opened and no assertion on the upload call to action or the drag and drop zone.",no,yes,resolves to a scenario,"await expect(page.locator('body')).not.toContainText('Internal Server Error', { timeout: 10000 })",yes,no,smoke
openspec/specs/document-zaakdossier/spec.md,req-zak-004c-sort-and-filter-controls-work-per-column,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"dossier sort and per-file progress are not observable here, blocked by #764",smoke,"The body opens with an unconditional test.fixme(true, ...), so nothing runs and the citation claims per-column sort and filter coverage that is never executed; the fixme reason states this plainly.",no,no,resolves to a scenario,"test.fixme(true, '#764: REQ-ZAK-004c (per-column sort and filter with URL state) and REQ-ZAK-005b ... have no assertion in this suite ...')",no,no,not measured
openspec/specs/document-zaakdossier/spec.md,req-zak-005b-per-file-upload-progress-with-shared-metadata,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"dossier sort and per-file progress are not observable here, blocked by #764",smoke,"Unconditional test.fixme(true, ...): per-file upload progress is never observed, and the only statement after it is a 500-string check on the cases index.",no,no,resolves to a scenario,"test.fixme(true, '#764: ... REQ-ZAK-005b (per-file progress read mid-upload) have no assertion in this suite ...')",no,no,not measured
openspec/specs/document-zaakdossier/spec.md,req-zak-006a-concept-document-version-history-shows-restore,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"version history needs a multi-version document, blocked by #764",smoke,"Unconditional test.fixme(true, ...) because no seeded document carries a second Nextcloud file version, so no version list and no restore control is ever asserted.",no,no,resolves to a scenario,"test.fixme(true, '#764: REQ-ZAK-006a needs an informatieobject carrying more than one Nextcloud file version ...')",no,no,not measured
openspec/specs/document-zaakdossier/spec.md,req-zak-008a-zip-export-includes-manifestcsv-and-type-sub-folders,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"ZIP export contents are not asserted in the browser, blocked by #764",smoke,"Unconditional test.fixme(true, ...): the ZIP is never downloaded or unpacked, so manifest.csv and the per-type sub-folders are asserted only in Newman and ZipManifestBuilderTest, not here.",no,no,resolves to a scenario,"test.fixme(true, '#764: REQ-ZAK-008a needs the downloaded ZIP unpacked to assert manifest.csv and the per-type sub-folders ...')",no,no,not measured
openspec/specs/document-zaakdossier/spec.md,req-zak-005c-file-validation-blocks-executable-uploads,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"an executable is refused before storage, by extension and by magic bytes alike",verified,"Both halves of the requirement are driven with a control first: a plain PDF must not be screened as an executable, then malware.exe and an MZ-headered besluit.pdf each come back 422 with the filename and the reason, and the register is read to prove neither row was ever stored.",yes,yes,resolves to a scenario,"expect(ours, `${name} must never reach the register`).toHaveLength(0)",yes,no,not measured
